Grupės pav.,Amžiaus grupė,Grupių sk.,Vietų sk.,Laisvos vietos,Mokslo metai
Rugelis,darželio,-,20,11,2017-2018
Dobilėlis,priešmokyklinė,-,19,17,2017-2018
Tulpytė,priešmokyklinė,-,19,17,2017-2018
Iš viso: Kauno lopšelis-darželis „Girstutis“,10,184,50,-,
Kauno sanatorinis lopšelis-darželis „Pušynėlis“,,,,,
Ąžuoliukai,priešmokyklinė,-,21,0,2017-2018
Boružėlės,lopšelio,-,16,0,2017-2018
Drugeliai,lopšelio,-,16,0,2017-2018
Girinukai,darželio,-,20,1,2017-2018
Žiogeliai,darželio,-,20,0,2017-2018
Saulutės,darželio,-,20,0,2017-2018
Skruzdėliukai,darželio,-,21,0,2017-2018
Ežiukai,darželio,-,20,0,2017-2018
Voveriukai,darželio,-,20,0,2017-2018
Bitutės,priešmokyklinė,-,20,0,2017-2018
Iš viso: Kauno sanatorinis lopšelis-darželis „Pušynėlis“,10,194,1,-,
Kauno lopšelis-darželis „Spindulys“,,,,,
Ežiukai,lopšelio,-,15,2,2017-2018
Paukšteliai,lopšelio,-,15,0,2017-2018
Boružėlė,lopšelio,-,10,0,2017-2018
Katinėliai,darželio,-,19,1,2017-2018
Voveriukai,priešmokyklinė,-,19,0,2017-2018
Pelėdžiukai,priešmokyklinė,-,19,0,2017-2018
Bitutės,darželio,-,19,1,2017-2018
Gandriukai,darželio,-,19,2,2017-2018
Drugeliai,darželio,-,19,0,2017-2018
Zuikiai,darželio,-,19,1,2017-2018
Iš viso: Kauno lopšelis-darželis „Spindulys“,10,173,7,-,
Kauno lopšelis-darželis „Šermukšnėlis“,,,,,
Girinukų,darželio,-,20,2,2017-2018
Kačiukų,lopšelio,-,15,3,2017-2018
Meškučių,lopšelio,-,15,1,2017-2018
Zuikučių,lopšelio,-,15,2,2017-2018
Nykštukų,darželio,-,20,1,2017-2018
Pelėdžiukų,darželio,-,20,5,2017-2018
Žiburėlio,darželio,-,20,2,2017-2018
Giliukų,darželio,-,20,1,2017-2018
Varlyčių,darželio,-,20,2,2017-2018
Voveraičių,priešmokyklinė,-,20,0,2017-2018
Saulučių,priešmokyklinė,-,20,1,2017-2018
Iš viso: Kauno lopšelis-darželis „Šermukšnėlis“,11,205,20,-,
Kauno Aleksandro Stulginskio mokykla-daugiafunkcis centras,,,,,
Gandriukas,priešmokyklinė,-,24,8,2017-2018
Bitutė,darželio,-,20,2,2017-2018
Ežiukas,lopšelio,-,18,2,2017-2018
Stirniukas,lopšelio,-,18,6,2017-2018
Voverytė,lopšelio,-,18,4,2017-2018
Kiškutis,lopšelio,-,18,1,2017-2018
Pelėdžiukas,darželio,-,20,2,2017-2018
Zylutė,darželio,-,20,3,2017-2018
Kregždutė,darželio,-,20,2,2017-2018
Skruzdėliukas,darželio,-,20,3,2017-2018
Laumžirgiukas,darželio,-,10,1,2017-2018
Voriukas,darželio,-,20,0,2017-2018
Boružėlė,priešmokyklinė,-,24,5,2017-2018
Drugelis,darželio,-,20,3,2017-2018
Žiogelis,darželio,-,20,5,2017-2018
Iš viso: Kauno Aleksandro Stulginskio mokykla-daugiafunkcis centras,15,290,47,-,
Kauno lopšelis-darželis „Dvarelis“,,,,,
Smalsučiai,darželio,-,21,0,2017-2018
Žiniukai,priešmokyklinė,-,22,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Dvarelis“,2,43,0,-,
Kauno lopšelis-darželis „Sadutė“,,,,,
Dobilėliai,lopšelio,-,15,0,2017-2018
Saulutės,lopšelio,-,15,0,2017-2018
Rakteliai,lopšelio,-,15,0,2017-2018
Varpeliai,darželio,-,19,0,2017-2018
Saulėgrąžos,darželio,-,19,1,2017-2018
Rūtos,darželio,-,19,0,2017-2018
Rugiagėlės,darželio,-,19,3,2017-2018
Žibuoklės,darželio,-,19,1,2017-2018
Aguonėlės,darželio,-,20,0,2017-2018
Lineliai,priešmokyklinė,-,20,0,2017-2018
Ramunėlės,priešmokyklinė,-,19,1,2017-2018
Pienės,priešmokyklinė,-,19,2,2017-2018
Iš viso: Kauno lopšelis-darželis „Sadutė“,12,218,8,-,
Kauno lopšelis-darželis „Žingsnelis“,,,,,
Bitučių,darželio,-,22,0,2017-2018
Boružiukų,lopšelio,-,15,0,2017-2018
Drugelių,darželio,-,24,1,2017-2018
Ežiukų,lopšelio,-,10,0,2017-2018
Gandriukų,darželio,-,22,0,2017-2018
Giliukų,priešmokyklinė,-,25,11,2017-2018
Lapiukų,darželio,-,22,0,2017-2018
Voveriukų,darželio,-,22,0,2017-2018
Meškučių,priešmokyklinė,-,25,9,2017-2018
Pelėdžiukų,lopšelio,-,15,0,2017-2018
Zuikučių,darželio,-,21,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Žingsnelis“,11,223,21,-,
Kauno lopšelis-darželis „Gintarėlis“,,,,,
Mažylių,lopšelio,-,16,0,2017-2018
Kiškučių,priešmokyklinė,-,23,1,2017-2018
Viščiukų,priešmokyklinė,-,23,1,2017-2018
Žvirbliukų,priešmokyklinė,-,22,3,2017-2018
Bitučių,darželio,-,24,4,2017-2018
Skruzdėlyčių,darželio,-,23,0,2017-2018
Meškučių,darželio,-,23,1,2017-2018
Pelyčių,lopšelio,-,15,0,2017-2018
Pėlėdžiukų,darželio,-,23,0,2017-2018
Drugelių,darželio,-,22,0,2017-2018
Nykštukų,darželio,-,23,0,2017-2018
Boružėlių,darželio,-,22,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Gintarėlis“,12,259,10,-,
Kauno Tirkiliškių mokykla-darželis,,,,,
Boružiukai,darželio,-,24,1,2017-2018
Bitutės,darželio,-,24,2,2017-2018
Drugeliai,priešmokyklinė,-,24,1,2017-2018
Iš viso: Kauno Tirkiliškių mokykla-darželis,3,72,4,-,
Kauno vaikų darželis „Raudonkepuraitė“,,,,,
"„NYKŠTUKŲ""",darželio,-,18,0,2017-2018
"„SAULYČIŲ""",darželio,-,18,2,2017-2018
"„KIŠKUČIŲ""",darželio,-,18,2,2017-2018
"„MEŠKUČIŲ""",priešmokyklinė,-,18,8,2017-2018
Iš viso: Kauno vaikų darželis „Raudonkepuraitė“,4,72,12,-,
Kauno Aleksoto lopšelis-darželis,,,,,
Boružiukai,lopšelio,-,15,0,2017-2018
Žiogeliai,lopšelio,-,15,0,2017-2018
M.Montessori,darželio,-,19,0,2017-2018
Smalsuciai,priešmokyklinė,-,23,0,2017-2018
Vikruoliai,darželio,-,19,0,2017-2018
Kodėlčiukai,darželio,-,21,1,2017-2018
Ramtatuliai,darželio,-,21,0,2017-2018
Dainorėliai,darželio,-,22,1,2017-2018
Gudručiai,priešmokyklinė,-,20,2,2017-2018
Spalviukai,darželio,-,22,0,2017-2018
Pasakaitė,darželio,-,21,1,2017-2018
Žiniukai,darželio,-,20,0,2017-2018
Iš viso: Kauno Aleksoto lopšelis-darželis,12,238,5,-,
Kauno Prano Daunio ugdymo centras,,,,,
I,darželio,-,6,1,2017-2018
II,darželio,-,6,0,2017-2018
III,darželio,-,6,0,2017-2018
IV,darželio,-,6,0,2017-2018
V,darželio,-,6,0,2017-2018
Iš viso: Kauno Prano Daunio ugdymo centras,5,30,1,-,
Kauno lopšelis-darželis „Daigelis“,,,,,
"Bitučių'	priešmokyklinė	-	24	0	2017-2018
Ežiukų""",darželio,-,23,0,2017-2018
"Pelėdžiukų'	darželio	-	23	0	2017-2018
Kiškučių""",darželio,-,24,0,2017-2018
Meškučių,lopšelio,-,18,0,2017-2018
Žvirbliukų,lopšelio,-,17,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Daigelis“,6,129,0,-,
Kauno lopšelis-darželis „Volungėlė“,,,,,
Žvirbliukai,darželio,-,22,0,2017-2018
Gandriukai,darželio,-,23,0,2017-2018
Geniukai,priešmokyklinė,-,25,0,2017-2018
Papūgiukai,darželio,-,22,0,2017-2018
Ančiukai,darželio,-,21,0,2017-2018
Pelėdžiukai,darželio,-,24,0,2017-2018
Viščiukai,lopšelio,-,15,0,2017-2018
Vyturiukai,lopšelio,-,17,0,2017-2018
Gulbiukai,priešmokyklinė,-,24,11,2017-2018
Zyliukai,darželio,-,23,0,2017-2018
Pingviniukai,darželio,-,23,0,2017-2018
Kregždutės,lopšelio,-,16,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Volungėlė“,12,255,11,-,
Kauno lopšelis-darželis „Vaidilutė“,,,,,
Jievaras,priešmokyklinė,-,20,7,2017-2018
Linelis,priešmokyklinė,-,20,16,2017-2018
Saulutė,darželio,-,20,1,2017-2018
Naminukas,darželio,-,20,2,2017-2018
Pelėdžiukas,darželio,-,20,0,2017-2018
Žemyna,darželio,-,20,3,2017-2018
Bitutė,darželio,-,20,1,2017-2018
Kupolė,darželio,-,20,1,2017-2018
Girinukas,lopšelio,-,10,0,2017-2018
Boružėlė,lopšelio,-,15,1,2017-2018
Aitvariukas,lopšelio,-,15,1,2017-2018
Iš viso: Kauno lopšelis-darželis „Vaidilutė“,11,200,33,-,
Kauno lopšelis-darželis „Vėrinėlis“,,,,,
Ančiukų gr,lopšelio,-,15,0,2017-2018
BITUTĖS,priešmokyklinė,-,22,0,2017-2018
VARLIUKŲ,darželio,-,23,1,2017-2018
BORUŽĖLIŲ,priešmokyklinė,-,24,0,2017-2018
PELĖDŽIUKAI,priešmokyklinė,-,23,0,2017-2018
MEŠKUČIŲ,darželio,-,23,0,2017-2018
PINGVINŲ,darželio,-,22,0,2017-2018
VĖŽLIUKAI,darželio,-,22,0,2017-2018
PELIUKAI,darželio,-,22,0,2017-2018
KAČIUKAI,darželio,-,24,0,2017-2018
DRUGELIŲ,darželio,-,22,2,2017-2018
KIŠKIAI,darželio,-,21,1,2017-2018
Iš viso: Kauno lopšelis-darželis „Vėrinėlis“,12,263,4,-,
Kauno lopšelis-darželis „Pagrandukas“,,,,,
",,Pelėdžiukas""",darželio,-,15,0,2017-2018
Kiškelis,lopšelio,-,15,0,2017-2018
Ankstyvoji,lopšelio,-,10,0,2017-2018
Aguonėlė,lopšelio,-,15,0,2017-2018
Žvirbliukas,lopšelio,-,12,0,2017-2018
Boružėlė,darželio,-,20,0,2017-2018
Ežiukas,darželio,-,19,0,2017-2018
Katinėlis,darželio,-,20,1,2017-2018
Nykštukas,darželio,-,20,0,2017-2018
Varpelis,darželio,-,20,1,2017-2018
Žiogelis,darželio,-,19,0,2017-2018
Saulutė,priešmokyklinė,-,20,13,2017-2018
Žirniukas,priešmokyklinė,-,20,18,2017-2018
Iš viso: Kauno lopšelis-darželis „Pagrandukas“,13,225,33,-,
Kauno lopšelis-darželis „Nežiniukas“,,,,,
Ežiukai,darželio,-,10,0,2017-2018
Viščiukai,lopšelio,-,15,0,2017-2018
Voveriukai,darželio,-,10,0,2017-2018
Saulutės,darželio,-,11,1,2017-2018
Zuikučiai,darželio,-,20,0,2017-2018
Boružėlės,darželio,-,20,0,2017-2018
Gandriukai,darželio,-,20,0,2017-2018
Pelėdžiukai,priešmokyklinė,-,23,2,2017-2018
Kačiukai,darželio,-,20,1,2017-2018
Iš viso: Kauno lopšelis-darželis „Nežiniukas“,9,149,4,-,
Kauno lopšelis-darželis „Klumpelė“,,,,,
Giliukas,lopšelio,-,19,0,2017-2018
Linelis,priešmokyklinė,-,25,3,2017-2018
Pagrandukas,darželio,-,24,0,2017-2018
Saulutė,darželio,-,24,0,2017-2018
Varpelis,darželio,-,24,0,2017-2018
Žilvitis,darželio,-,25,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Klumpelė“,6,141,3,-,
Kauno Tirkiliškių lopšelis-darželis,,,,,
"„Dobiliukai""",lopšelio,-,17,0,2017-2018
„Želmenėliai“,darželio,-,23,1,2017-2018
„Lineliai“,darželio,-,24,0,2017-2018
„Obelėlės“,darželio,-,25,0,2017-2018
„Rūtelių“,darželio,-,24,0,2017-2018
„Ąžuoliukai“,priešmokyklinė,-,24,0,2017-2018
Iš viso: Kauno Tirkiliškių lopšelis-darželis,6,137,1,-,
Kauno lopšelis-darželis „Žiedelis“,,,,,
Giliukai,priešmokyklinė,-,20,20,2017-2018
Ežiukai,darželio,-,20,1,2017-2018
Kiškučiai,darželio,-,20,2,2017-2018
Šarkelės,lopšelio,-,15,1,2017-2018
Boružėlės,darželio,-,20,0,2017-2018
Pelėdžiukai,darželio,-,20,10,2017-2018
Iš viso: Kauno lopšelis-darželis „Žiedelis“,6,115,34,-,
Kauno lopšelis-darželis „Vyturėlis“,,,,,
Ančiukų grupė,darželio,-,21,1,2017-2018
Žvirbliukų grupė,darželio,-,21,2,2017-2018
Kačiukų grupė,lopšelio,-,18,1,2017-2018
Meškučių grupė,lopšelio,-,22,2,2017-2018
Kiškučių grupė,priešmokyklinė,-,20,0,2017-2018
Viščiukų grupė,darželio,-,20,1,2017-2018
Voveriukų grupė,darželio,-,21,1,2017-2018
Stirniukų grupė,priešmokyklinė,-,20,2,2017-2018
Iš viso: Kauno lopšelis-darželis „Vyturėlis“,8,163,10,-,
Kauno Tado Ivanausko progimnazija,,,,,
Pelėdžiukai,priešmokyklinė,-,20,0,2017-2018
Iš viso: Kauno Tado Ivanausko progimnazija,1,20,0,-,
Kauno lopšelis-darželis „Žuvintas“,,,,,
",,Boružėlės""",lopšelio,-,15,1,2017-2018
",,Žiogeliai""",lopšelio,-,15,2,2017-2018
",,Drugeliai""",darželio,-,20,6,2017-2018
",,Žuvytės""",darželio,-,20,0,2017-2018
",,Varliukai""",darželio,-,20,7,2017-2018
",,Bitutės""",priešmokyklinė,-,20,6,2017-2018
Iš viso: Kauno lopšelis-darželis „Žuvintas“,6,110,22,-,
Kauno lopšelis-darželis „Atžalėlė“,,,,,
",,Klevelis""",darželio,-,20,0,2017-2018
",,Liepaitė""",darželio,-,20,1,2017-2018
",,Ąžuoliukas""",darželio,-,20,2,2017-2018
",,Berželis""",darželio,-,20,0,2017-2018
",,Eglaitė""",lopšelio,-,15,1,2017-2018
",,Pušaitė""",lopšelio,-,15,1,2017-2018
Iš viso: Kauno lopšelis-darželis „Atžalėlė“,6,110,5,-,
Kauno šv. Kazimiero progimnazija,,,,,
Nulinukai 2017,priešmokyklinė,-,18,5,2017-2018
Iš viso: Kauno šv. Kazimiero progimnazija,1,18,5,-,
Kauno lopšelis-darželis „Lakštutė“,,,,,
Zuikučiai,lopšelio,-,18,1,2017-2018
Šnekučiai,lopšelio,-,18,1,2017-2018
Kodėlčiukai,darželio,-,23,3,2017-2018
Pelėdžiukai,darželio,-,20,4,2017-2018
Kūlverstukai,darželio,-,23,5,2017-2018
Boružėlės,darželio,-,20,0,2017-2018
Smaližiai,priešmokyklinė,-,23,4,2017-2018
Geniukai,darželio,-,23,3,2017-2018
Iš viso: Kauno lopšelis-darželis „Lakštutė“,8,168,21,-,
Kauno lopšelis-darželis „Giliukas“,,,,,
"1 gr. ""Nykštukų""",lopšelio,-,15,0,2017-2018
"2 gr. ""Girinukų""",darželio,-,19,0,2017-2018
"3 gr. ""Drugelių""",darželio,-,10,1,2017-2018
"4 gr. ""Aitvariukų""",darželio,-,10,2,2017-2018
"5 gr. ""Pelėdžiukų""",priešmokyklinė,-,22,0,2017-2018
"6 gr. ""Boružiukų""",darželio,-,20,0,2017-2018
"7 gr. ""Bitučių""",darželio,-,20,0,2017-2018
"8 gr. ""Smalsučių""",priešmokyklinė,-,23,0,2017-2018
"9 gr. ""Saulučių""",darželio,-,21,1,2017-2018
"10 gr. ""Zuikučių""",darželio,-,20,1,2017-2018
"11 gr. ""Ežiukų""",priešmokyklinė,-,22,0,2017-2018
"12 gr. ""Žiogelių""",darželio,-,10,4,2017-2018
"13 gr. ""Žirniukų""",lopšelio,-,15,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Giliukas“,13,227,9,-,
Kauno lopšelis-darželis „Aušrinė“,,,,,
Kūdikiai,lopšelio,-,8,0,2017-2018
Žiogeliai,lopšelio,-,15,0,2017-2018
Saulės zuikučiai,lopšelio,-,16,0,2017-2018
Kūlverstukai,darželio,-,23,0,2017-2018
Kibildukai,darželio,-,22,0,2017-2018
Meškučiai,darželio,-,24,0,2017-2018
Žiedeliai,darželio,-,24,0,2017-2018
Vaivorykštė,darželio,-,22,0,2017-2018
Pumpurėliai,darželio,-,22,0,2017-2018
Smalsučiai,priešmokyklinė,-,23,0,2017-2018
Bitutė,darželio,-,21,0,2017-2018
Voveriukai,priešmokyklinė,-,20,1,2017-2018
Saulutė,priešmokyklinė,-,21,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Aušrinė“,13,261,1,-,
Kauno lopšelis-darželis „Šilinukas“,,,,,
Pumpurėliai,lopšelio,-,15,0,2017-2018
Saulutės,priešmokyklinė,-,20,3,2017-2018
Boružėlės,darželio,-,20,0,2017-2018
Vyturėlis,darželio,-,20,0,2017-2018
Riešutėliai,darželio,-,20,0,2017-2018
Saulės zuikučiai,darželio,-,20,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Šilinukas“,6,115,3,-,
Kauno lopšelis-darželis „Klevelis“ (Griunvaldo 26a),,,,,
Pelėdžiukų,priešmokyklinė,-,23,1,2017-2018
Zuikučių,darželio,-,20,0,2017-2018
Voveriukų,darželio,-,20,0,2017-2018
Skruzdėliukų,priešmokyklinė,-,20,0,2017-2018
Meškučių,darželio,-,20,1,2017-2018
Bitučių,lopšelio,-,18,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Klevelis“ (Griunvaldo 26a),6,121,2,-,
Kauno lopšelis-darželis „Kūlverstukas“,,,,,
Mažyliai,lopšelio,-,10,0,2017-2018
Pypliukai,lopšelio,-,10,0,2017-2018
Trepsiukai,lopšelio,-,10,0,2017-2018
Čiauškučiai,darželio,-,20,0,2017-2018
Pabiručiai,darželio,-,19,1,2017-2018
Gudručiai,darželio,-,19,1,2017-2018
Šnekučiai,darželio,-,20,1,2017-2018
Drąsučiai,darželio,-,19,0,2017-2018
Linksmučiai,darželio,-,18,0,2017-2018
Kodėlčiukai,priešmokyklinė,-,20,20,2017-2018
Smalsučiai,priešmokyklinė,-,20,14,2017-2018
Iš viso: Kauno lopšelis-darželis „Kūlverstukas“,11,185,37,-,
Kauno lopšelis-darželis „Bitutė“,,,,,
",,Nykštukų"" gr.",lopšelio,-,15,0,2017-2018
",,Žiogelių"" gr.",lopšelio,-,15,3,2017-2018
",,Boružėlių"" gr.",darželio,-,20,4,2017-2018
",,Dobiliukų"" grupė",priešmokyklinė,-,20,4,2017-2018
",,Drugelių"" grupė",darželio,-,20,6,2017-2018
",,Saulučių"" grupė",darželio,-,20,4,2017-2018
Iš viso: Kauno lopšelis-darželis „Bitutė“,6,110,21,-,
Kauno Palemono gimnazija,,,,,
Priešmokyklinė,priešmokyklinė,-,20,2,2017-2018
Iš viso: Kauno Palemono gimnazija,1,20,2,-,
"Kauno lopšelis-darželis ""Ežiukas""",,,,,
Ąžuoliukų,darželio,-,19,0,2017-2018
Berželių,priešmokyklinė,-,15,2,2017-2018
Kaštonėlių,priešmokyklinė,-,18,0,2017-2018
Klevelių,darželio,-,21,1,2017-2018
Riešutėlių,lopšelio,-,15,0,2017-2018
Šermukšnėlių,darželio,-,22,0,2017-2018
"Iš viso: Kauno lopšelis-darželis ""Ežiukas""",6,110,3,-,
Kauno Aleksandro Puškino gimnazija (Ikimokyklinio ugdymo skyrius),,,,,
01 lopšelio grupė,lopšelio,-,9,2,2017-2018
02 lopšelio grupė,lopšelio,-,15,3,2017-2018
03 darželio grupė,darželio,-,20,0,2017-2018
04 priešmokyklinio ugdymo grupė,priešmokyklinė,-,25,7,2017-2018
Iš viso: Kauno Aleksandro Puškino gimnazija (Ikimokyklinio ugdymo skyrius),4,69,12,-,
Kauno lopšelis-darželis „Girinukas“,,,,,
Pumpurėlių,lopšelio,-,15,0,2017-2018
Montesori,darželio,-,20,3,2017-2018
Žiogelių,lopšelio,-,15,0,2017-2018
Boružėlių,darželio,-,20,0,2017-2018
Meškiukų,darželio,-,20,0,2017-2018
Gandriukų,darželio,-,20,0,2017-2018
Kankorėžiukų,darželio,-,20,1,2017-2018
Skruzdėliukų,darželio,-,20,0,2017-2018
Spindulėlių,priešmokyklinė,-,20,0,2017-2018
Giliukų,darželio,-,20,0,2017-2018
Voveriukų,priešmokyklinė,-,20,0,2017-2018
Pelėdžiukų,darželio,-,20,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Girinukas“,12,230,4,-,
Kauno lopšelis-darželis „Pasaka“,,,,,
Nykštukas,lopšelio,-,17,0,2017-2018
Pagrandukas,lopšelio,-,17,2,2017-2018
Undinėlė,priešmokyklinė,-,20,0,2017-2018
Raudonkepuraitė,priešmokyklinė,-,20,0,2017-2018
Saulutė,darželio,-,21,1,2017-2018
Coliukė,darželio,-,20,1,2017-2018
Drugelis,darželio,-,21,3,2017-2018
Batuotas Katinas,darželio,-,20,1,2017-2018
Pelenė,darželio,-,20,2,2017-2018
Sigutė,darželio,-,20,2,2017-2018
Snieguolė,darželio,-,20,0,2017-2018
Kūlverstukas,darželio,-,20,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Pasaka“,12,236,12,-,
Kauno lopšelis-darželis „Rokutis“,,,,,
Ančiukų grupė,lopšelio,-,15,0,2017-2018
Smalsučių grupė,darželio,-,25,0,2017-2018
Bitučių grupė,darželio,-,25,0,2017-2018
"Boružėlių"" grupė	darželio	-	25	0	2017-2018
Drugelių"" grupė",priešmokyklinė,-,25,0,2017-2018
Nykštukų grupė,priešmokyklinė,-,25,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Rokutis“,6,140,0,-,
Kauno mokykla-darželis „Šviesa“,,,,,
Šviesuliukai,priešmokyklinė,-,20,0,2017-2018
Širdukai,priešmokyklinė,-,25,0,2017-2018
Moksliukai,darželio,-,23,0,2017-2018
Dainorėliai,darželio,-,23,1,2017-2018
Drąsučiai,darželio,-,20,0,2017-2018
Iš viso: Kauno mokykla-darželis „Šviesa“,5,111,1,-,
Kauno lopšelis-darželis „Žara“,,,,,
Ančiukai,lopšelio,-,12,0,2017-2018
Pumpurėliai,lopšelio,-,15,0,2017-2018
Nykštukai,lopšelio,-,12,1,2017-2018
Kodėlčiukai,darželio,-,19,0,2017-2018
Pabiručiai,darželio,-,19,1,2017-2018
Drugeliai,darželio,-,19,0,2017-2018
Paukšteliai,darželio,-,19,1,2017-2018
Kiškučiai,darželio,-,19,1,2017-2018
Smalsučiai,priešmokyklinė,-,20,0,2017-2018
Ežiukai,priešmokyklinė,-,23,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Žara“,10,177,4,-,
Kauno lopšelis-darželis „Žemyna“,,,,,
Javinė,lopšelio,-,16,1,2017-2018
Guboja,lopšelio,-,16,0,2017-2018
Austėja,darželio,-,22,2,2017-2018
Aušrinė,darželio,-,20,2,2017-2018
