Grupės pav.,Amžiaus grupė,Grupių sk.,Vietų sk.,Laisvos vietos,Mokslo metai
Gabija,darželio,-,22,5,2017-2018
Medeina,darželio,-,21,1,2017-2018
Upyna,darželio,-,20,0,2017-2018
Vakarė,darželio,-,16,0,2017-2018
Saulė,priešmokyklinė,-,20,13,2017-2018
Mėletėlė,priešmokyklinė,-,20,4,2017-2018
Iš viso: Kauno lopšelis-darželis „Žemyna“,10,193,28,-,
Kauno lopšelis-darželis „Želmenėlis“,,,,,
SAULUTĖ,lopšelio,-,15,0,2017-2018
GILIUKAS,lopšelio,-,15,0,2017-2018
ŽIRNIUKAS,lopšelio,-,15,0,2017-2018
LINELIS,darželio,-,23,0,2017-2018
DOBILĖLIS,darželio,-,20,0,2017-2018
RUGELIS,darželio,-,20,0,2017-2018
AGUONĖLĖ,darželio,-,19,0,2017-2018
VARPELIS,darželio,-,19,0,2017-2018
RŪTELĖ,darželio,-,19,0,2017-2018
RAMUNĖLĖ,priešmokyklinė,-,19,1,2017-2018
PAKALNUTĖ,priešmokyklinė,-,20,2,2017-2018
PAPARTĖLIS,darželio,-,20,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Želmenėlis“,12,224,3,-,
Kauno lopšelis-darželis „Boružėlė“,,,,,
Boružėlių,priešmokyklinė,-,21,8,2017-2018
Žirniukų,priešmokyklinė,-,22,2,2017-2018
Zuikučių,darželio,-,21,1,2017-2018
Ežiukų,darželio,-,21,4,2017-2018
Bitučių,darželio,-,21,0,2017-2018
Varpelių,darželio,-,18,1,2017-2018
Saulučių,lopšelio,-,15,0,2017-2018
Žiogelių,lopšelio,-,13,0,2017-2018
Ramunėlių,lopšelio,-,15,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Boružėlė“,9,167,16,-,
Prezidento Valdo Adamkaus gimnazija,,,,,
Bitučių,priešmokyklinė,-,20,0,2017-2018
Smalsiukų,priešmokyklinė,-,20,2,2017-2018
Iš viso: Prezidento Valdo Adamkaus gimnazija,2,40,2,-,
Kauno lopšelis-darželis „Liepaitė“,,,,,
Boružėlių,lopšelio,-,15,0,2017-2018
"Kiškučių""",darželio,-,19,0,2017-2018
Pakalnučių,darželio,-,20,0,2017-2018
Ežiukų,darželio,-,20,0,2017-2018
Nykštukų,darželio,-,19,9,2017-2018
Pienių,priešmokyklinė,-,20,17,2017-2018
Iš viso: Kauno lopšelis-darželis „Liepaitė“,6,113,26,-,
Kauno lopšelis-darželis „Klevelis“ (Griunvaldo g. 26),,,,,
I-a grupė,darželio,-,20,0,2017-2018
II-a grupė,darželio,-,20,1,2017-2018
Iš viso: Kauno lopšelis-darželis „Klevelis“ (Griunvaldo g. 26),2,40,1,-,
Kauno lopšelis-darželis „Vilnelė“,,,,,
Gintarėliai,darželio,-,21,0,2017-2018
Lašiukai,darželio,-,20,0,2017-2018
Delfinai,darželio,-,25,4,2017-2018
Perliukai,darželio,-,21,0,2017-2018
Žuvytės,lopšelio,-,17,1,2017-2018
Šaltinėlio,priešmokyklinė,-,25,23,2017-2018
Iš viso: Kauno lopšelis-darželis „Vilnelė“,6,129,28,-,
Kauno lopšelis-darželis „Linelis“,,,,,
Ančiukai,lopšelio,-,15,1,2017-2018
Giliukai,lopšelio,-,15,4,2017-2018
Kiškučiai,lopšelio,-,15,2,2017-2018
Bitutės,darželio,-,18,0,2017-2018
Drugelis,darželio,-,18,0,2017-2018
"M.Montessori ,,Smalsučiai""",darželio,-,20,7,2017-2018
Saulutė,darželio,-,18,0,2017-2018
Gandriukai,darželio,-,18,2,2017-2018
Linas,darželio,-,18,13,2017-2018
"M.Montessori ,,Boružėlių""",darželio,-,20,0,2017-2018
Pelėdžiukai,priešmokyklinė,-,18,18,2017-2018
Iš viso: Kauno lopšelis-darželis „Linelis“,11,193,47,-,
Kauno menų darželis „Etiudas“,,,,,
Saulutė,darželio,-,19,0,2017-2018
Gintarėlis,priešmokyklinė,-,20,0,2017-2018
Kregždutė,priešmokyklinė,-,25,8,2017-2018
Bitutė,darželio,-,20,0,2017-2018
Židinėlis,darželio,-,20,4,2017-2018
Ąžuoliukai,darželio,-,20,4,2017-2018
Šaltinėlis,darželio,-,21,2,2017-2018
Linelis,darželio,-,15,0,2017-2018
Varpelis,priešmokyklinė,-,25,1,2017-2018
Pelėdžiukai,darželio,-,20,0,2017-2018
Riešutėliai,darželio,-,20,1,2017-2018
Iš viso: Kauno menų darželis „Etiudas“,11,225,20,-,
Kauno lopšelis-darželis „Spindulėlis“,,,,,
Drugelių,lopšelio,-,16,1,2017-2018
Voveraičių,lopšelio,-,16,2,2017-2018
Saulutės,darželio,-,23,0,2017-2018
Nykštukų,darželio,-,21,1,2017-2018
Meškučių,darželio,-,22,2,2017-2018
Boružėlių,priešmokyklinė,-,22,9,2017-2018
Zuikučių,priešmokyklinė,-,21,10,2017-2018
Ančiukų,darželio,-,7,1,2017-2018
Kačiukų,darželio,-,8,4,2017-2018
Viščiukų,darželio,-,7,3,2017-2018
Iš viso: Kauno lopšelis-darželis „Spindulėlis“,10,163,33,-,
Kauno Montesori mokykla-darželis „Žiburėlis“,,,,,
Drugelio,priešmokyklinė,-,24,3,2017-2018
Žvaigždutės,darželio,-,25,2,2017-2018
Varliuko,darželio,-,25,6,2017-2018
Liūtuko,lopšelio,-,16,0,2017-2018
Boružiuko,darželio,-,23,0,2017-2018
Meškučio,lopšelio,-,16,0,2017-2018
Pelėdžiuko,priešmokyklinė,-,24,2,2017-2018
Žiniuko,priešmokyklinė,-,22,0,2017-2018
Iš viso: Kauno Montesori mokykla-darželis „Žiburėlis“,8,175,13,-,
Kauno lopšelis-darželis „Židinėlis“,,,,,
Rudnosiukai,lopšelio,-,16,0,2017-2018
Kodėlčiukai,lopšelio,-,16,0,2017-2018
Žvirbliukai,lopšelio,-,16,0,2017-2018
Žiogeliai,darželio,-,21,1,2017-2018
Žirniukai,darželio,-,21,1,2017-2018
Nykštukai,darželio,-,21,2,2017-2018
Pelėdžiukai,darželio,-,21,2,2017-2018
Zuikučiai,darželio,-,21,7,2017-2018
Smalsučiai,darželio,-,20,0,2017-2018
Pumpurėliai,darželio,-,21,0,2017-2018
Voveriukai,priešmokyklinė,-,21,9,2017-2018
Žiniukų mokyklėlė,priešmokyklinė,-,21,8,2017-2018
Iš viso: Kauno lopšelis-darželis „Židinėlis“,12,236,30,-,
Kauno lopšelis-darželis „Pušaitė“,,,,,
",,Nykštukų""",lopšelio,-,17,2,2017-2018
",,Paukštelių""",darželio,-,20,0,2017-2018
",,Drugelių""",darželio,-,22,2,2017-2018
",,Boružėlių""",darželio,-,22,0,2017-2018
",,Zuikučių""",darželio,-,22,0,2017-2018
",,Saulučių""",darželio,-,22,10,2017-2018
Iš viso: Kauno lopšelis-darželis „Pušaitė“,6,125,14,-,
Kauno lopšelis-darželis „Saulutė“,,,,,
Bitutės,darželio,-,20,0,2017-2018
Boružėlės,darželio,-,20,0,2017-2018
Spindulėliai,priešmokyklinė,-,20,2,2017-2018
Gintarėliai,priešmokyklinė,-,20,0,2017-2018
Kiškučiai,darželio,-,20,0,2017-2018
Drugeliai,darželio,-,20,2,2017-2018
Nykštukai,darželio,-,20,0,2017-2018
Skruzdėliukai,lopšelio,-,15,1,2017-2018
Meškučiai,lopšelio,-,15,1,2017-2018
Žirniukai,lopšelio,-,15,0,2017-2018
Smalsiukai,darželio,-,20,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Saulutė“,11,205,6,-,
Kauno Panemunės lopšelis-darželis,,,,,
Dobiliukai,priešmokyklinė,-,21,3,2017-2018
Ramunės,priešmokyklinė,-,21,0,2017-2018
Saulutės,lopšelio,-,16,2,2017-2018
Aguonos,darželio,-,20,0,2017-2018
Rugiagėlės,darželio,-,20,0,2017-2018
Pakalnutės,darželio,-,20,1,2017-2018
Šalpusniai,lopšelio,-,16,4,2017-2018
Žibuoklės,darželio,-,20,1,2017-2018
Pienės,darželio,-,20,2,2017-2018
Saulėgrąžos,darželio,-,20,0,2017-2018
Rūtos,lopšelio,-,16,0,2017-2018
Varpeliai,lopšelio,-,10,0,2017-2018
Iš viso: Kauno Panemunės lopšelis-darželis,12,220,13,-,
Kauno lopšelis-darželis „Klausutis“,,,,,
ZUIKUČIŲ,priešmokyklinė,-,21,5,2017-2018
BORUŽĖLIŲ,darželio,-,21,5,2017-2018
DRUGELIŲ,darželio,-,21,4,2017-2018
BITUČIŲ,darželio,-,21,3,2017-2018
ŽIRNIUKŲ,lopšelio,-,15,6,2017-2018
SAULUČIŲ,lopšelio,-,12,2,2017-2018
Iš viso: Kauno lopšelis-darželis „Klausutis“,6,111,25,-,
Kauno lopšelis-darželis „Rasytė“,,,,,
Lapiukų grupė,darželio,-,22,0,2017-2018
Peliukų grupė,darželio,-,25,2,2017-2018
Kiškučių grupė,darželio,-,25,2,2017-2018
Nykštukų grupė,darželio,-,25,0,2017-2018
Voveriukų grupė,priešmokyklinė,-,25,14,2017-2018
Karlsono mažylių grupė,priešmokyklinė,-,25,12,2017-2018
Ančiukų grupė,lopšelio,-,15,0,2017-2018
Boružiukų grupė,lopšelio,-,15,0,2017-2018
Pelėdžiukų grupė,lopšelio,-,15,1,2017-2018
Žiogelių grupė,darželio,-,25,1,2017-2018
Meškiukų grupė,darželio,-,25,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Rasytė“,11,242,32,-,
Kauno lopšelis-darželis „Smalsutis“,,,,,
Gudručiai,priešmokyklinė,-,20,0,2017-2018
Kodėlčiukai,darželio,-,21,2,2017-2018
Padaužiukai,darželio,-,21,0,2017-2018
Pelėdžiukų,darželio,-,21,0,2017-2018
Šnekučiai,darželio,-,19,0,2017-2018
Pabiručių,lopšelio,-,18,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Smalsutis“,6,120,2,-,
Kauno lopšelis-darželis „Šnekutis“,,,,,
Gandriukų,priešmokyklinė,-,20,1,2017-2018
Pelėdžiukų,priešmokyklinė,-,20,2,2017-2018
Boružiukų,lopšelio,-,15,1,2017-2018
Meškučių,lopšelio,-,15,0,2017-2018
Žiogelių,darželio,-,20,6,2017-2018
Ančiukų,darželio,-,20,0,2017-2018
Bitučių,darželio,-,20,0,2017-2018
Drugelių,darželio,-,20,3,2017-2018
Žvirbliukų,darželio,-,20,5,2017-2018
Kiškučių,darželio,-,20,1,2017-2018
Iš viso: Kauno lopšelis-darželis „Šnekutis“,10,190,19,-,
Kauno lopšelis-darželis „Čiauškutis“,,,,,
Žiniukai,priešmokyklinė,-,20,2,2017-2018
Zuikučiai,priešmokyklinė,-,20,2,2017-2018
Smalsučiai,darželio,-,20,3,2017-2018
Drugeliai,darželio,-,20,1,2017-2018
Kodėlčiukai,darželio,-,20,0,2017-2018
Pabiručiai,darželio,-,20,0,2017-2018
Čiauškučiai,darželio,-,20,0,2017-2018
Pelėdžiukai,darželio,-,20,0,2017-2018
Cypliukai,lopšelio,-,15,1,2017-2018
Vyturėliai,lopšelio,-,15,0,2017-2018
Žvirbliukai,lopšelio,-,15,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Čiauškutis“,11,205,9,-,
Kauno Bernardo Brazdžionio mokykla,,,,,
Linksmučių studija,darželio,-,20,0,2017-2018
Čiauškučių studija,darželio,-,20,1,2017-2018
Gudručių studija,darželio,-,20,0,2017-2018
Rudnosiuko studija,priešmokyklinė,-,20,1,2017-2018
Smalsučių studija,lopšelio,-,15,0,2017-2018
Šnekučių studija,darželio,-,20,0,2017-2018
Stipručių studija,darželio,-,20,0,2017-2018
Iš viso: Kauno Bernardo Brazdžionio mokykla,7,135,2,-,
Kauno lopšelis - darželis „Šarkelė“,,,,,
Zylučių,priešmokyklinė,-,27,27,2017-2018
Žvirbliukų,darželio,-,20,0,2017-2018
Ančiukų,lopšelio,-,15,0,2017-2018
"Pingvinukų""",priešmokyklinė,-,27,27,2017-2018
Vyturiukų,darželio,-,25,0,2017-2018
Dagiliukų,darželio,-,21,0,2017-2018
Pelėdžiukų,darželio,-,23,0,2017-2018
Kregždutė,darželio,-,23,0,2017-2018
Gandriukų,priešmokyklinė,-,27,27,2017-2018
Geniukų,darželio,-,24,0,2017-2018
Volungėlės,darželio,-,11,1,2017-2018
Gervelės,lopšelio,-,16,0,2017-2018
Iš viso: Kauno lopšelis - darželis „Šarkelė“,12,259,82,-,
Kauno lopšelis-darželis „Ąžuoliukas“,,,,,
Skruzdėliukai,lopšelio,-,17,1,2017-2018
Giliukai,darželio,-,23,4,2017-2018
Kiškučiai,darželio,-,22,3,2017-2018
Ežiukai,darželio,-,21,2,2017-2018
Nykštukai,darželio,-,22,5,2017-2018
Boružėlės,priešmokyklinė,-,20,8,2017-2018
Iš viso: Kauno lopšelis-darželis „Ąžuoliukas“,6,125,23,-,
Kauno lopšelis-darželis „Drevinukas“,,,,,
„Nykštukai“,lopšelio,-,15,1,2017-2018
„Kiškučiai“,lopšelio,-,15,0,2017-2018
"„Boružėlės""",darželio,-,20,1,2017-2018
„Ežiukai“,darželio,-,20,0,2017-2018
„Pelėdžiukai“,darželio,-,20,3,2017-2018
„Riešutėliai“,darželio,-,20,3,2017-2018
„Skruzdėlytės“,darželio,-,20,6,2017-2018
„Žiogeliai“,darželio,-,20,2,2017-2018
„Geniukai“,priešmokyklinė,-,20,14,2017-2018
„Giliukai“,priešmokyklinė,-,20,19,2017-2018
Iš viso: Kauno lopšelis-darželis „Drevinukas“,10,190,49,-,
Kauno lopšelis-darželis „Radastėlė“,,,,,
Smalsučių,darželio,-,20,0,2017-2018
Pabiručių,lopšelio,-,15,3,2017-2018
ABC,priešmokyklinė,-,20,1,2017-2018
Varpelio,darželio,-,20,1,2017-2018
Iš viso: Kauno lopšelis-darželis „Radastėlė“,4,75,5,-,
Kauno lopšelis-darželis „Varpelis“,,,,,
KIŠKUČIŲ 06,lopšelio,-,15,2,2017-2018
PELĖDŽIUKŲ 02,lopšelio,-,12,0,2017-2018
GENIUKŲ 04,lopšelio,-,15,0,2017-2018
VOVERAIČIŲ 01,darželio,-,19,0,2017-2018
BITUČIŲ 10,darželio,-,19,2,2017-2018
SAULUTĖS 03,darželio,-,20,0,2017-2018
KREGŽDUČIŲ 07,darželio,-,22,3,2017-2018
PASAKĖLĖS 05,darželio,-,19,0,2017-2018
SKRUZDĖLYČIŲ 09,darželio,-,19,0,2017-2018
MEŠKUČIŲ 11,priešmokyklinė,-,20,4,2017-2018
LINELIŲ 08,priešmokyklinė,-,20,3,2017-2018
Iš viso: Kauno lopšelis-darželis „Varpelis“,11,200,14,-,
Kauno lopšelis-darželis „Obelėlė“,,,,,
Mažyliai,lopšelio,-,15,0,2017-2018
Ažuoliukai,darželio,-,22,0,2017-2018
Baravykai,darželio,-,20,2,2017-2018
Obuoliukai,priešmokyklinė,-,20,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Obelėlė“,4,77,2,-,
Kauno lopšelis-darželis „Žilvitis“,,,,,
Paukšteliai,lopšelio,-,16,1,2017-2018
Žiogeliai,lopšelio,-,15,0,2017-2018
Ežiukai,darželio,-,20,1,2017-2018
Boružiukai,lopšelio,-,15,3,2017-2018
Voveriukai,priešmokyklinė,-,20,2,2017-2018
Pelėdžiukai,darželio,-,20,0,2017-2018
Kiškučiai,darželio,-,20,1,2017-2018
Katinėliai,darželio,-,20,1,2017-2018
Bitutės,darželio,-,20,1,2017-2018
Geniukai,darželio,-,20,3,2017-2018
Gandriukai,priešmokyklinė,-,20,3,2017-2018
Iš viso: Kauno lopšelis-darželis „Žilvitis“,11,206,16,-,
Kauno lopšelis-darželis „Kodėlčiukas“,,,,,
Peliukai,darželio,-,21,0,2017-2018
Kiškučiai,priešmokyklinė,-,22,1,2017-2018
Drugelių,darželio,-,22,0,2017-2018
Varpelio,lopšelio,-,15,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Kodėlčiukas“,4,80,1,-,
"Kauno lopšelis-darželis ""Aviliukas""",,,,,
SRAIGUTĖ,lopšelio,-,17,0,2017-2018
LAUMŽIRGIS,darželio,-,20,2,2017-2018
DRUGELIS,darželio,-,20,4,2017-2018
JONVABALIS,darželio,-,20,2,2017-2018
SAULUTĖ,darželio,-,15,0,2017-2018
BITUČIŲ,darželio,-,15,1,2017-2018
ŠIMTAKOJIS,darželio,-,20,0,2017-2018
VORIUKAS,darželio,-,20,0,2017-2018
ŽIOGELIS,darželio,-,20,2,2017-2018
KAMANĖ,darželio,-,20,0,2017-2018
VIKŠRELIS,lopšelio,-,17,0,2017-2018
BORUŽĖLĖ,lopšelio,-,10,0,2017-2018
SKRUZDĖLIUKAS,lopšelio,-,17,0,2017-2018
"Iš viso: Kauno lopšelis-darželis ""Aviliukas""",13,231,11,-,
Kauno kurčiųjų ir neprigirdinčiųjų ugdymo centras,,,,,
Saulučių,lopšelio,-,9,0,2017-2018
Bitučių,darželio,-,7,0,2017-2018
Iš viso: Kauno kurčiųjų ir neprigirdinčiųjų ugdymo centras,2,16,0,-,
Kauno lopšelis-darželis „Kregždutė“,,,,,
Pelėdžiukų,darželio,-,20,1,2017-2018
Saulutės,darželio,-,20,1,2017-2018
Viščiukų,priešmokyklinė,-,20,2,2017-2018
Nykštukų,darželio,-,20,0,2017-2018
Kiškučių,darželio,-,20,3,2017-2018
Meškučių,lopšelio,-,11,0,2017-2018
Gėlyčių,lopšelio,-,19,2,2017-2018
Iš viso: Kauno lopšelis-darželis „Kregždutė“,7,130,9,-,
Kauno lopšelis-darželis „Gandriukas“,,,,,
ANČIUKŲ,lopšelio,-,15,4,2017-2018
GENELIŲ,priešmokyklinė,-,21,11,2017-2018
GULBIUKŲ,darželio,-,20,1,2017-2018
KREGŽDUČIŲ,darželio,-,20,4,2017-2018
NYKŠTUKŲ,darželio,-,20,5,2017-2018
LAKŠTUČIŲ,darželio,-,21,2,2017-2018
PELĖDŽIUKŲ,priešmokyklinė,-,22,4,2017-2018
STRAZDELIŲ,darželio,-,21,1,2017-2018
VOLUNGĖLIŲ,darželio,-,22,1,2017-2018
VYTURĖLIŲ,darželio,-,20,8,2017-2018
ZYLUČIŲ,darželio,-,21,1,2017-2018
Iš viso: Kauno lopšelis-darželis „Gandriukas“,11,223,42,-,
Kauno lopšelis-darželis „Mažylis“,,,,,
Bitutės,darželio,-,19,2,2017-2018
Drugeliai,darželio,-,20,1,2017-2018
Ežiukai,priešmokyklinė,-,20,1,2017-2018
Kiškiukai,priešmokyklinė,-,19,2,2017-2018
Liūtukai,darželio,-,20,6,2017-2018
Meškiukai,darželio,-,20,1,2017-2018
Nykštukai,darželio,-,18,1,2017-2018
Pelėdžiukai,darželio,-,18,0,2017-2018
Boružėlės,lopšelio,-,10,1,2017-2018
Saulutės,lopšelio,-,15,1,2017-2018
Viščiukai,lopšelio,-,15,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Mažylis“,11,194,16,-,
Kauno lopšelis-darželis „Žvangutis“,,,,,
"„Žiogeliai""",darželio,-,21,0,2017-2018
"„Pelėdžiukai""",lopšelio,-,17,0,2017-2018
"„Varlytės""",darželio,-,22,0,2017-2018
"„Meškučiai""",darželio,-,23,0,2017-2018
"„Kiškučiai""",darželio,-,21,0,2017-2018
"„Katinukai""",darželio,-,23,0,2017-2018
"„Gandriukai""",lopšelio,-,17,0,2017-2018
"„Ežiukai""",lopšelio,-,16,0,2017-2018
"„Drugeliai""",priešmokyklinė,-,24,0,2017-2018
"„Boružėlės""",darželio,-,23,0,2017-2018
"„Bitutės""",darželio,-,21,0,2017-2018
Šarkiukai,priešmokyklinė,-,24,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Žvangutis“,12,252,0,-,
Kauno lopšelis-darželis „Vaikystė“,,,,,
Bitutės,darželio,-,20,0,2017-2018
Ančiukai,darželio,-,21,0,2017-2018
Žirniukai,lopšelio,-,15,0,2017-2018
Boruželes,darželio,-,21,0,2017-2018
Nykštukai,darželio,-,20,0,2017-2018
Raidelės,darželio,-,21,0,2017-2018
Saulutės,darželio,-,20,0,2017-2018
Meškučiai,priešmokyklinė,-,22,0,2017-2018
Skruzdėliukai,priešmokyklinė,-,20,0,2017-2018
Varliukai,priešmokyklinė,-,20,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Vaikystė“,10,200,0,-,
Kauno vaikų darželis „Rudnosiukas“,,,,,
Priešmokyklinė „Ančiukų“ grupė,priešmokyklinė,-,20,20,2017-2018
„Kiškučių“ grupė,darželio,-,20,4,2017-2018
„Voveriukų“,darželio,-,20,5,2017-2018
„Stirniukų“,darželio,-,20,0,2017-2018
Iš viso: Kauno vaikų darželis „Rudnosiukas“,4,80,29,-,
Kauno Valdorfo darželis „Šaltinėlis“,,,,,
IV,darželio,-,20,0,2017-2018
III,darželio,-,20,1,2017-2018
I,darželio,-,12,0,2017-2018
II,darželio,-,20,0,2017-2018
V,lopšelio,-,10,0,2017-2018
Iš viso: Kauno Valdorfo darželis „Šaltinėlis“,5,82,1,-,
Kauno lopšelis-darželis „Šilelis“,,,,,
Zuikučių grupė,darželio,-,21,4,2017-2018
Voveriukų grupė,darželio,-,23,1,2017-2018
Boružėlių grupė,lopšelio,-,15,0,2017-2018
Mažylių grupė,lopšelio,-,15,0,2017-2018
Smalsučių grupė,darželio,-,23,2,2017-2018
Kodėlčiukų grupė,priešmokyklinė,-,22,22,2017-2018
Geniukų grupė,darželio,-,23,1,2017-2018
Iš viso: Kauno lopšelis-darželis „Šilelis“,7,142,30,-,
Kauno Žaliakalnio lopšelis-darželis (Seinų g 7),,,,,
Boružiuklų gr.,darželio,-,19,3,2017-2018
Pelėdžiukųgr.,darželio,-,19,5,2017-2018
Iš viso: Kauno Žaliakalnio lopšelis-darželis (Seinų g 7),2,38,8,-,
Kauno lopšelis-darželis „Spragtukas“,,,,,
Ežiukai,lopšelio,-,15,0,2017-2018
Ančiukai,darželio,-,20,0,2017-2018
Boružėlių,darželio,-,20,0,2017-2018
Drakoniukai,darželio,-,20,0,2017-2018
Pelėdžiukai,priešmokyklinė,-,20,10,2017-2018
Nykštukai,priešmokyklinė,-,20,14,2017-2018
Iš viso: Kauno lopšelis-darželis „Spragtukas“,6,115,24,-,
Kauno Martyno Mažvydo progimnazija,,,,,
Priešmokyklinio ugdymo grupė,priešmokyklinė,-,20,6,2017-2018
Iš viso: Kauno Martyno Mažvydo progimnazija,1,20,6,-,
Kauno lopšelis-darželis „Tukas“,,,,,
"01 ""Drambliukų""grupė",darželio,-,20,5,2017-2018
"02 ""Meškiukų"" grupė",darželio,-,16,3,2017-2018
"03 ""Lapiukų""grupė",darželio,-,20,4,2017-2018
"04 ""Kiškių"" grupė",darželio,-,20,3,2017-2018
"07""Viščiukų"" grupė",darželio,-,20,3,2017-2018
"10 ""Drugelių"" grupė",darželio,-,20,4,2017-2018
"11 ""Voveriukų"" grupė",darželio,-,20,4,2017-2018
"05 ""Tigriukų"" grupė",lopšelio,-,15,1,2017-2018
"08 ""Žiogelių"" grupė",lopšelio,-,15,0,2017-2018
"09 ""Boružėlių"" grupė",lopšelio,-,10,1,2017-2018
"06 ""Liūtukų"" grupė",priešmokyklinė,-,20,0,2017-2018
Iš viso: Kauno lopšelis-darželis „Tukas“,11,196,28,-,
Kauno lopšelis-darželis „Svirnelis“,,,,,
",,Nykštukų""",lopšelio,-,16,4,2017-2018
",,Varliukų""",lopšelio,-,15,3,2017-2018
",,Smalsučių""",darželio,-,20,6,2017-2018
",,Svirpliukų""",darželio,-,20,2,2017-2018
",,Peliukų""",darželio,-,22,5,2017-2018
",,Žvirbliukų""",darželio,-,22,4,2017-2018
",,Obuoliukų""",darželio,-,22,5,2017-2018
",,Meškučių""",darželio,-,22,6,2017-2018
",,Kiškučių""",priešmokyklinė,-,20,20,2017-2018
",,Bitučių""",priešmokyklinė,-,20,20,2017-2018
Iš viso: Kauno lopšelis-darželis „Svirnelis“,10,199,75,-,
VšĮ Kauno vaikų darželis „Rytmetys“,,,,,
"Viešpji įstaiga Kauno vaikų darželis ""Rytmetys""",darželio,-,19,1,2017-2018
Iš viso: VšĮ Kauno vaikų darželis „Rytmetys“,1,19,1,-,
Kauno lopšelis-darželis „Vaivorykštė“,,,,,
Lašas,darželio,-,20,1,2017-2018
Žvaigždelė,darželio,-,20,0,2017-2018
Mėnesėlis,darželio,-,20,0,2017-2018
Vaivorykštė,darželio,-,20,2,2017-2018
Lietutis,darželio,-,21,0,2017-2018
Saulutė,darželio,-,20,1,2017-2018
Vėjūnė,darželio,-,20,6,2017-2018
Aušrinė,priešmokyklinė,-,19,19,2017-2018
Debesėlis,priešmokyklinė,-,20,20,2017-2018
Spindulys,priešmokyklinė,-,20,16,2017-2018
Iš viso: Kauno lopšelis-darželis „Vaivorykštė“,10,200,65,-,
Kauno Jurgio Dobkevičiaus progimnazija,,,,,
Priešmokyklinio ugdymo grupė,priešmokyklinė,-,20,8,2017-2018
Iš viso: Kauno Jurgio Dobkevičiaus progimnazija,1,20,8,-,
Kauno Jono ir Petro Vileišių mokykla,,,,,
Pelėdžiukai,darželio,-,20,4,2017-2018
Skruzdėlytė,darželio,-,24,6,2017-2018
Bitutė,darželio,-,24,3,2017-2018
Boružėlė,darželio,-,22,2,2017-2018
Saulutė,darželio,-,24,1,2017-2018
Gudručiai,priešmokyklinė,-,19,2,2017-2018
Smalsučiai,priešmokyklinė,-,19,0,2017-2018
Žiniukai,priešmokyklinė,-,19,3,2017-2018
Kodėlčiukai,priešmokyklinė,-,19,1,2017-2018
Iš viso: Kauno Jono ir Petro Vileišių mokykla,9,190,22,-,
"Kauno ""Nemuno"" mokykla",,,,,
Spinduliukų,lopšelio,-,15,1,2017-2018
Bitutės,darželio,-,20,4,2017-2018
Boružių,darželio,-,20,2,2017-2018
Drugėliukų,darželio,-,20,5,2017-2018
Pelėdžiukų,priešmokyklinė,-,20,0,2017-2018
"Iš viso: Kauno ""Nemuno"" mokykla",5,95,12,-,
Kauno Vaišvydavos pagrindinė mokykla,,,,,
Voveriukai,darželio,-,15,7,2017-2018
Kiškučiai,darželio,-,15,0,2017-2018
Iš viso: Kauno Vaišvydavos pagrindinė mokykla,2,30,7,-,
Kauno Aleksandro Puškino gimnazija,,,,,
3-ikimok,darželio,-,20,3,2017-2018
4-ikimok,darželio,-,20,2,2017-2018
5-ikimok,darželio,-,20,1,2017-2018
priešmokyklinė A,priešmokyklinė,-,20,1,2017-2018
priešmokyklinė B,priešmokyklinė,-,20,5,2017-2018
Iš viso: Kauno Aleksandro Puškino gimnazija,5,100,12,-,
Kauno Milikonių progimnazija,,,,,
Kauno Milikonių progimnazija,priešmokyklinė,-,25,6,2017-2018
Iš viso: Kauno Milikonių progimnazija,1,25,6,-,
Kauno Veršvų gimnazija,,,,,
Kauno Veršvų gimnazija,priešmokyklinė,-,24,0,2017-2018
Iš viso: Kauno Veršvų gimnazija,1,24,0,-,
Kauno „Varpelio“ pradinė mokykla,,,,,
Priešmokyklinė grupė,priešmokyklinė,-,21,0,2017-2018
Iš viso: Kauno „Varpelio“ pradinė mokykla,1,21,0,-,
Kauno Simono Daukanto progimnazija,,,,,
Kauno Simono Daukanto progimnazijos priešmokyklinė grupė,priešmokyklinė,-,20,1,2017-2018
Iš viso: Kauno Simono Daukanto progimnazija,1,20,1,-,
Kauno Suzukio pradinė mokykla,,,,,
OA,priešmokyklinė,-,19,0,2017-2018
0B,priešmokyklinė,-,19,0,2017-2018
0C,priešmokyklinė,-,18,0,2017-2018
Iš viso: Kauno Suzukio pradinė mokykla,3,56,0,-,
Kauno Viktoro Kuprevičiaus pagrindinė mokykla,,,,,
Kauno Viktoro Kuprevičiaus progimnazija,priešmokyklinė,-,19,7,2017-2018
Iš viso: Kauno Viktoro Kuprevičiaus pagrindinė mokykla,1,19,7,-,
Kauno „Vyturio“ gimnazija,,,,,
