Grupės pav.,Amžiaus grupė,Grupių sk.,Vietų sk.,Laisvos vietos,Mokslo metai
Kauno Palemono gimnazija,,,,,
Priešmokyklinė,priešmokyklinė,-,15,2,2018-2019
Iš viso: Kauno Palemono gimnazija,1,15,2,-,
Kauno „Vyturio“ gimnazija,,,,,
priešmokyklinė,priešmokyklinė,-,15,0,2018-2019
Iš viso: Kauno „Vyturio“ gimnazija,1,15,0,-,
Kauno Suzukio pradinė mokykla,,,,,
0A,priešmokyklinė,-,20,2,2018-2019
0B,priešmokyklinė,-,20,2,2018-2019
0C,priešmokyklinė,-,20,0,2018-2019
Iš viso: Kauno Suzukio pradinė mokykla,3,60,4,-,
Kauno „Varpelio“ pradinė mokykla,,,,,
Priešmokyklinė grupė 2018-2019 m. m.,priešmokyklinė,-,21,0,2018-2019
Iš viso: Kauno „Varpelio“ pradinė mokykla,1,21,0,-,
