Grupės pav.,Amžiaus grupė,Grupių sk.,Vietų sk.,Laisvos vietos,Mokslo metai
Pelėdžiukai,priešmokyklinė,-,24,0,2018-2019
Vyturiukai,lopšelio,-,15,0,2018-2019
Gulbiukai,darželio,-,20,0,2018-2019
Zyliukai,priešmokyklinė,-,23,0,2018-2019
Pingviniukai,darželio,-,21,0,2018-2019
Kregždutės,lopšelio,-,15,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Volungėlė“,12,241,0,-,
Kauno Šančių mokykla-daugiafunkcis centras,,,,,
Drugeliai,lopšelio,-,15,3,2018-2019
Boružėlės,lopšelio,-,15,0,2018-2019
Bitutės,darželio,-,20,0,2018-2019
Ežiukai,darželio,-,17,0,2018-2019
Iš viso: Kauno Šančių mokykla-daugiafunkcis centras,4,67,3,-,
Kauno šv. Kazimiero progimnazija,,,,,
Nulinukai 2018,priešmokyklinė,-,20,0,2018-2019
Iš viso: Kauno šv. Kazimiero progimnazija,1,20,0,-,
Kauno Tirkiliškių mokykla-darželis,,,,,
Bitutės,darželio,-,21,0,2018-2019
Boružiukai,darželio,-,22,0,2018-2019
Drugeliai,priešmokyklinė,-,20,0,2018-2019
Iš viso: Kauno Tirkiliškių mokykla-darželis,3,63,0,-,
Kauno Aleksoto lopšelis-darželis,,,,,
Boružiukai,lopšelio,-,17,0,2018-2019
Žiogeliai,lopšelio,-,16,0,2018-2019
M.Montessori,darželio,-,21,0,2018-2019
Vikruoliai,darželio,-,21,0,2018-2019
Kodėlčiukai,darželio,-,22,0,2018-2019
Ramtatuliai,darželio,-,22,0,2018-2019
Dainorėliai,darželio,-,21,0,2018-2019
Spalviukai,darželio,-,21,0,2018-2019
Pasakaitė,darželio,-,21,0,2018-2019
Žiniukai,darželio,-,21,0,2018-2019
Gudručiai,priešmokyklinė,-,21,0,2018-2019
Smalsuciai,priešmokyklinė,-,22,0,2018-2019
Iš viso: Kauno Aleksoto lopšelis-darželis,12,246,0,-,
Kauno lopšelis-darželis „Klumpelė“,,,,,
Giliukas,lopšelio,-,16,0,2018-2019
Linelis,darželio,-,24,0,2018-2019
Saulutė,darželio,-,24,0,2018-2019
Žilvitis,darželio,-,25,0,2018-2019
Varpelis,darželio,-,22,0,2018-2019
Pagrandukas,priešmokyklinė,-,25,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Klumpelė“,6,136,0,-,
Kauno lopšelis-darželis „Nežiniukas“,,,,,
Ežiukai,priešmokyklinė,-,10,0,2018-2019
Voveriukai,lopšelio,-,15,0,2018-2019
Saulutės,darželio,-,10,0,2018-2019
Viščiukai,lopšelio,-,15,0,2018-2019
Gandriukai,darželio,-,20,0,2018-2019
Boružėlės,darželio,-,20,0,2018-2019
Zuikučiai,priešmokyklinė,-,20,0,2018-2019
Pelėdžiukai,darželio,-,20,0,2018-2019
Kačiukai,darželio,-,20,0,2018-2019
Drugeliai,darželio,-,10,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Nežiniukas“,10,160,0,-,
Kauno lopšelis-darželis „Dobilėlis“,,,,,
Boružėlės,lopšelio,-,15,0,2018-2019
Žirniukų,darželio,-,20,0,2018-2019
Paukštelių gr.,darželio,-,20,1,2018-2019
Saulutės gr.,darželio,-,20,0,2018-2019
Smalsučių gr.,darželio,-,20,2,2018-2019
Čiauškučių gr.,priešmokyklinė,-,20,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Dobilėlis“,6,115,3,-,
Kauno lopšelis-darželis „Žuvintas“,,,,,
",,Boružėlės""",lopšelio,-,15,0,2018-2019
",,Žiogeliai""",lopšelio,-,15,0,2018-2019
",,Varliukai""",darželio,-,20,3,2018-2019
",,Žuvytės""",darželio,-,20,4,2018-2019
",,Drugeliai""",darželio,-,20,2,2018-2019
",,Bitutės""",priešmokyklinė,-,20,3,2018-2019
Iš viso: Kauno lopšelis-darželis „Žuvintas“,6,110,12,-,
Kauno lopšelis-darželis „Vėrinėlis“,,,,,
Ančiukų gr,lopšelio,-,15,0,2018-2019
BITUTĖS,priešmokyklinė,-,23,0,2018-2019
BORUŽĖLĖS,priešmokyklinė,-,23,0,2018-2019
",,PELĖDŽIUKAI""",priešmokyklinė,-,23,0,2018-2019
VARLIUKAI gr,darželio,-,20,0,2018-2019
PELIUKAI,darželio,-,22,0,2018-2019
PINGVINAI gr.,darželio,-,22,0,2018-2019
VĖŽLIUKAI,darželio,-,20,0,2018-2019
",,KAČIUKAI"" gr.",darželio,-,20,0,2018-2019
",,KIŠKIAI"" gr.",darželio,-,21,0,2018-2019
DRUGELIŲ,darželio,-,20,0,2018-2019
MEŠKUČIAI,darželio,-,20,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Vėrinėlis“,12,249,0,-,
Kauno lopšelis-darželis „Daigelis“,,,,,
Bitučių,priešmokyklinė,-,24,0,2018-2019
"Pelėdžiukų'	darželio	-	24	0	2018-2019
Ežiukų""",darželio,-,24,0,2018-2019
Kiškučių,darželio,-,23,0,2018-2019
Žvirbliukų,lopšelio,-,17,0,2018-2019
Meškučių,lopšelio,-,18,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Daigelis“,6,130,0,-,
Kauno lopšelis-darželis „Saulutė“,,,,,
Spindulėliai,darželio,-,20,0,2018-2019
Boružėlės,priešmokyklinė,-,20,0,2018-2019
Drugeliai,darželio,-,20,0,2018-2019
Gintarėliai,darželio,-,20,0,2018-2019
Kiškučiai,darželio,-,20,0,2018-2019
Skruzdėliukai,lopšelio,-,15,0,2018-2019
Nykštukai,priešmokyklinė,-,20,0,2018-2019
Meškučiai,darželio,-,20,0,2018-2019
Smalsiukai,darželio,-,20,0,2018-2019
Bitutės,darželio,-,20,0,2018-2019
Žirniukai,lopšelio,-,15,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Saulutė“,11,210,0,-,
Kauno lopšelis-darželis „Kūlverstukas“,,,,,
Trepsiukai,lopšelio,-,15,0,2018-2019
Mažyliai,lopšelio,-,15,0,2018-2019
Pypliukai,lopšelio,-,10,0,2018-2019
Čiauškučiai,darželio,-,20,0,2018-2019
Pabiručiai,darželio,-,19,0,2018-2019
Gudručiai,darželio,-,19,1,2018-2019
Šnekučiai,darželio,-,20,0,2018-2019
Linksmučiai,darželio,-,18,0,2018-2019
Drąsučiai,darželio,-,19,0,2018-2019
Kodėlčiukai,priešmokyklinė,-,20,0,2018-2019
Smalsučiai,priešmokyklinė,-,20,2,2018-2019
Iš viso: Kauno lopšelis-darželis „Kūlverstukas“,11,195,3,-,
Kauno lopšelis-darželis „Žiedelis“,,,,,
Boružėlės,darželio,-,20,2,2018-2019
Ežiukai,darželio,-,20,2,2018-2019
Pelėdžiukai,darželio,-,20,4,2018-2019
Kiškučiai,priešmokyklinė,-,20,1,2018-2019
Šarkelės,lopšelio,-,15,0,2018-2019
Giliukai,darželio,-,20,1,2018-2019
Iš viso: Kauno lopšelis-darželis „Žiedelis“,6,115,10,-,
Kauno Milikonių progimnazija,,,,,
Kauno Milikonių progimnazija,priešmokyklinė,-,20,0,2018-2019
Iš viso: Kauno Milikonių progimnazija,1,20,0,-,
Kauno lopšelis-darželis „Lakštutė“,,,,,
Kūlverstukai,darželio,-,22,3,2018-2019
Kodėlčiukai,darželio,-,22,1,2018-2019
Pelėdžiukai,priešmokyklinė,-,22,4,2018-2019
Boružėlės,darželio,-,22,0,2018-2019
Geniukai,darželio,-,23,1,2018-2019
Smaližiai,priešmokyklinė,-,22,1,2018-2019
Šnekučiai,lopšelio,-,15,0,2018-2019
Zuikučiai,lopšelio,-,15,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Lakštutė“,8,163,10,-,
Kauno lopšelis-darželis „Girstutis“,,,,,
Varpelis,lopšelio,-,15,0,2018-2019
Vyturėlis,lopšelio,-,15,0,2018-2019
Linelis,darželio,-,19,3,2018-2019
Rugelis,darželio,-,20,2,2018-2019
Ąžuolėlis,darželio,-,19,1,2018-2019
Rūtelė,darželio,-,19,0,2018-2019
Saulutė,lopšelio,-,15,0,2018-2019
Ramunėlė,darželio,-,19,0,2018-2019
Dobilėlis,darželio,-,19,0,2018-2019
Tulpytė,priešmokyklinė,-,19,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Girstutis“,10,179,6,-,
Kauno lopšelis-darželis „Pasaka“,,,,,
PELENĖ,priešmokyklinė,-,20,3,2018-2019
RAUDONKEPURAITĖ,priešmokyklinė,-,20,0,2018-2019
COLIUKĖ,darželio,-,20,0,2018-2019
SAULUTĖ,darželio,-,21,0,2018-2019
NYKŠTUKAS,lopšelio,-,15,0,2018-2019
PAGRANDUKAS,lopšelio,-,15,0,2018-2019
UNDINĖLĖ,darželio,-,20,0,2018-2019
SIGUTĖ,darželio,-,20,0,2018-2019
BATUOTAS KATINAS,darželio,-,20,0,2018-2019
SNIEGUOLĖ,darželio,-,20,0,2018-2019
KŪLVERSTUKAS,priešmokyklinė,-,20,0,2018-2019
DRUGELIS,darželio,-,20,1,2018-2019
Iš viso: Kauno lopšelis-darželis „Pasaka“,12,231,4,-,
Kauno lopšelis-darželis „Vaikystė“,,,,,
Nykštukai,darželio,-,22,0,2018-2019
Bitutės,darželio,-,20,0,2018-2019
Boruželes,darželio,-,22,0,2018-2019
Žirniukai,lopšelio,-,15,0,2018-2019
Ančiukai,darželio,-,22,0,2018-2019
Saulutės,darželio,-,20,0,2018-2019
Meškučiai,priešmokyklinė,-,22,0,2018-2019
Skruzdėliukai,priešmokyklinė,-,20,0,2018-2019
Varliukai,priešmokyklinė,-,20,0,2018-2019
Raidelės,darželio,-,22,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Vaikystė“,10,205,0,-,
Kauno lopšelis-darželis „Radastėlė“,,,,,
Pabiručių,lopšelio,-,15,0,2018-2019
ABC,priešmokyklinė,-,20,0,2018-2019
Smalsučių,darželio,-,20,0,2018-2019
Varpelio,darželio,-,20,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Radastėlė“,4,75,0,-,
Kauno lopšelis-darželis „Šilinukas“,,,,,
Pumpurėliai,lopšelio,-,15,0,2018-2019
Saulutės,lopšelio,-,15,0,2018-2019
Boružėlės,darželio,-,20,1,2018-2019
Saulės zuikučiai,darželio,-,20,0,2018-2019
Vyturėlis,darželio,-,20,0,2018-2019
Riešutėliai,priešmokyklinė,-,20,3,2018-2019
Iš viso: Kauno lopšelis-darželis „Šilinukas“,6,110,4,-,
Kauno lopšelis-darželis „Žvangutis“,,,,,
"„Varlytės""",darželio,-,21,0,2018-2019
"„Kiškučiai""",darželio,-,21,0,2018-2019
"„Meškučiai""",darželio,-,23,0,2018-2019
"„Boružėlės""",darželio,-,23,0,2018-2019
"„Drugeliai""",priešmokyklinė,-,23,0,2018-2019
Šarkiukai,priešmokyklinė,-,23,0,2018-2019
"„Katinukai""",darželio,-,20,0,2018-2019
"„Žiogeliai""",darželio,-,20,0,2018-2019
"„Bitutės""",darželio,-,20,0,2018-2019
"„Pelėdžiukai""",darželio,-,20,0,2018-2019
"„Gandriukai""",lopšelio,-,16,0,2018-2019
"„Ežiukai""",lopšelio,-,16,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Žvangutis“,12,246,0,-,
Kauno lopšelis-darželis „Atžalėlė“,,,,,
Berželis,darželio,-,20,0,2018-2019
Klevelis,darželio,-,20,0,2018-2019
Eglaitė,darželio,-,18,0,2018-2019
Pušaitė,lopšelio,-,12,0,2018-2019
Liepaitė,darželio,-,20,1,2018-2019
Ąžuoliukas,priešmokyklinė,-,20,1,2018-2019
Iš viso: Kauno lopšelis-darželis „Atžalėlė“,6,110,2,-,
Kauno lopšelis-darželis „Žara“,,,,,
Pumpurėliai,lopšelio,-,15,0,2018-2019
Nykštukai,lopšelio,-,15,0,2018-2019
Ančiukai,lopšelio,-,12,0,2018-2019
Kodėlčiukai,darželio,-,19,0,2018-2019
Pabiručiai,darželio,-,19,0,2018-2019
Drugeliai,darželio,-,19,1,2018-2019
Kiškučiai,darželio,-,19,0,2018-2019
Ežiukai,darželio,-,20,0,2018-2019
Smalsučiai,priešmokyklinė,-,19,0,2018-2019
Paukšteliai,priešmokyklinė,-,19,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Žara“,10,176,1,-,
Kauno lopšelis-darželis „Rasytė“,,,,,
Ančiukų grupė,lopšelio,-,15,0,2018-2019
Lapiukų grupė,darželio,-,22,0,2018-2019
Meškiukų grupė,darželio,-,25,0,2018-2019
Peliukų grupė,darželio,-,25,0,2018-2019
Žiogelių grupė,darželio,-,25,0,2018-2019
Boružiukų grupė,lopšelio,-,15,0,2018-2019
Pelėdžiukų grupė,lopšelio,-,15,0,2018-2019
Voveriukų grupė,priešmokyklinė,-,25,0,2018-2019
Karlsono mažylių grupė,priešmokyklinė,-,25,1,2018-2019
Kiškučių grupė,darželio,-,25,0,2018-2019
Nykštukų grupė,darželio,-,25,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Rasytė“,11,242,1,-,
Kauno lopšelis-darželis „Pagrandukas“,,,,,
Žvirbliukas ankstyvoji,lopšelio,-,10,0,2018-2019
Žvirbliukas,lopšelio,-,10,0,2018-2019
Pelėdžiukas ankstyvoji,lopšelio,-,10,0,2018-2019
Pelėdžiukas,lopšelio,-,10,0,2018-2019
Aguonėlė,lopšelio,-,15,0,2018-2019
Kiškelis,lopšelio,-,15,0,2018-2019
Boružėlė,darželio,-,19,0,2018-2019
Ežiukas,darželio,-,20,0,2018-2019
Katinėlis,darželio,-,20,0,2018-2019
Nykštukas,darželio,-,20,0,2018-2019
Varpelis,darželio,-,20,0,2018-2019
Žiogelis,darželio,-,20,0,2018-2019
Saulutė,priešmokyklinė,-,20,0,2018-2019
Žirniukas,priešmokyklinė,-,20,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Pagrandukas“,14,229,0,-,
Kauno lopšelis-darželis „Dvarelis“,,,,,
Žiniukai,priešmokyklinė,-,23,0,2018-2019
Smalsučiai,darželio,-,21,0,2018-2019
Kiškučiai,lopšelio,-,14,0,2018-2019
Meškučiai,lopšelio,-,15,0,2018-2019
Nykštukai,lopšelio,-,15,0,2018-2019
Žvirbliukai,lopšelio,-,16,0,2018-2019
Voveriukai,darželio,-,20,0,2018-2019
Žiogeliai,darželio,-,20,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Dvarelis“,8,144,0,-,
Kauno lopšelis-darželis „Liepaitė“,,,,,
Boružėlių,lopšelio,-,15,0,2018-2019
"Pienių""",darželio,-,20,0,2018-2019
Kiškučių,darželio,-,20,0,2018-2019
Pakalnučių,darželio,-,20,0,2018-2019
Ežiukų,darželio,-,20,5,2018-2019
Nykštukų,priešmokyklinė,-,20,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Liepaitė“,6,115,5,-,
Kauno lopšelis-darželis „Linelis“,,,,,
Ančiukai,lopšelio,-,15,0,2018-2019
Giliukai,lopšelio,-,15,0,2018-2019
Kiškučiai,lopšelio,-,15,0,2018-2019
Drugelis,darželio,-,18,0,2018-2019
"M.Montessori ,,Boružėlių""",darželio,-,20,0,2018-2019
"M.Montessori ,,Smalsučiai""",darželio,-,20,0,2018-2019
Saulutė,darželio,-,18,0,2018-2019
Bitutės,darželio,-,18,0,2018-2019
Gandriukai,priešmokyklinė,-,18,0,2018-2019
Linas,darželio,-,18,0,2018-2019
Pelėdžiukai,priešmokyklinė,-,18,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Linelis“,11,193,0,-,
Kauno lopšelis-darželis „Ąžuoliukas“,,,,,
Nykštukai,priešmokyklinė,-,21,1,2018-2019
Kiškučiai,darželio,-,20,1,2018-2019
Giliukai,darželio,-,19,2,2018-2019
Ežiukai,darželio,-,20,1,2018-2019
Boružėlės,darželio,-,21,1,2018-2019
Skruzdėliukai,lopšelio,-,19,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Ąžuoliukas“,6,120,6,-,
Kauno mokykla-darželis „Šviesa“,,,,,
Dainorėliai,darželio,-,20,0,2018-2019
Drąsučiai,darželio,-,20,0,2018-2019
Moksliukai,darželio,-,21,1,2018-2019
Širdukai,priešmokyklinė,-,22,0,2018-2019
Šviesuliukai,priešmokyklinė,-,20,0,2018-2019
Iš viso: Kauno mokykla-darželis „Šviesa“,5,103,1,-,
Kauno lopšelis-darželis „Vyturėlis“,,,,,
Ančiukų grupė,darželio,-,20,0,2018-2019
Žvirbliukų grupė,darželio,-,20,0,2018-2019
Kiškučių grupė,priešmokyklinė,-,21,1,2018-2019
Viščiukų grupė,priešmokyklinė,-,20,0,2018-2019
Voveriukų grupė,darželio,-,21,0,2018-2019
Meškučių grupė,darželio,-,20,0,2018-2019
Kačiukų grupė,darželio,-,20,0,2018-2019
Stirniukų grupė,lopšelio,-,15,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Vyturėlis“,8,157,1,-,
Kauno lopšelis-darželis „Vaidilutė“,,,,,
Jievaras,priešmokyklinė,-,20,2,2018-2019
Naminukas,priešmokyklinė,-,20,2,2018-2019
Pelėdžiukas,darželio,-,20,0,2018-2019
Žemyna,darželio,-,20,0,2018-2019
Kupolė,darželio,-,20,1,2018-2019
Bitutė,darželio,-,20,1,2018-2019
Saulutė,darželio,-,20,0,2018-2019
Linelis,darželio,-,20,0,2018-2019
Boružėlė,lopšelio,-,15,0,2018-2019
Aitvariukas,lopšelio,-,15,0,2018-2019
Girinukas,lopšelio,-,10,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Vaidilutė“,11,200,6,-,
Kauno lopšelis-darželis „Vilnelė“,,,,,
Delfinai,darželio,-,21,0,2018-2019
Lašiukai,darželio,-,20,0,2018-2019
Gintarėliai,darželio,-,21,0,2018-2019
Perliukai,darželio,-,21,0,2018-2019
Šaltinėlio,priešmokyklinė,-,22,0,2018-2019
Žuvytės,lopšelio,-,17,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Vilnelė“,6,122,0,-,
Kauno lopšelis-darželis „Želmenėlis“,,,,,
PAKALNUTĖ,priešmokyklinė,-,20,0,2018-2019
RAMUNĖLĖ,priešmokyklinė,-,19,0,2018-2019
RŪTELĖ,priešmokyklinė,-,19,0,2018-2019
LINELIS,darželio,-,23,1,2018-2019
AGUONĖLĖ,darželio,-,19,0,2018-2019
RUGELIS,darželio,-,20,0,2018-2019
PAPARTĖLIS,darželio,-,20,0,2018-2019
VARPELIS,darželio,-,19,0,2018-2019
DOBILĖLIS,darželio,-,20,0,2018-2019
SAULUTĖ,lopšelio,-,15,0,2018-2019
GILIUKAS,lopšelio,-,15,0,2018-2019
ŽIRNIUKAS,lopšelio,-,15,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Želmenėlis“,12,224,1,-,
Kauno Veršvų gimnazija,,,,,
Kauno Veršvų gimnazija,priešmokyklinė,-,20,5,2018-2019
Kauno Veršvų gimnazija (Romainiai 1),priešmokyklinė,-,20,6,2018-2019
Kauno Veršvų gimnazija (Romainiai 2),priešmokyklinė,-,20,5,2018-2019
Iš viso: Kauno Veršvų gimnazija,3,60,16,-,
Kauno lopšelis-darželis „Giliukas“,,,,,
"1 gr. ""Nykštukų""",lopšelio,-,15,0,2018-2019
"2 gr. ""Girinukų""",darželio,-,20,0,2018-2019
"3 gr. ""Drugelių""",darželio,-,10,1,2018-2019
"4 gr. ""Aitvariukų""",darželio,-,10,0,2018-2019
"5 gr. ""Pelėdžiukų""",darželio,-,20,0,2018-2019
"6 gr. ""Boružiukų""",darželio,-,20,0,2018-2019
"7 gr. ""Bitučių""",darželio,-,20,0,2018-2019
"8 gr. ""Smalsučių""",priešmokyklinė,-,20,0,2018-2019
"9 gr. ""Saulučių""",darželio,-,20,0,2018-2019
"10 gr. ""Zuikučių""",darželio,-,20,0,2018-2019
"11 gr. ""Ežiukų""",priešmokyklinė,-,20,0,2018-2019
"12 gr. ""Žiogelių""",darželio,-,10,2,2018-2019
"13 gr. ""Žirniukų""",lopšelio,-,15,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Giliukas“,13,220,3,-,
Kauno lopšelis-darželis „Aušrinė“,,,,,
Kūdikiai,lopšelio,-,6,0,2018-2019
Žiogeliai,lopšelio,-,16,0,2018-2019
Saulės zuikučiai,lopšelio,-,17,0,2018-2019
Kūlverstukai,priešmokyklinė,-,22,0,2018-2019
Kibildukai,priešmokyklinė,-,22,0,2018-2019
Meškučiai,darželio,-,20,0,2018-2019
Žiedeliai,darželio,-,23,0,2018-2019
Vaivorykštė,darželio,-,20,0,2018-2019
Pumpurėliai,darželio,-,20,0,2018-2019
Smalsučiai,darželio,-,20,0,2018-2019
Bitutė,darželio,-,20,0,2018-2019
Voveriukai,priešmokyklinė,-,25,0,2018-2019
Saulutė,darželio,-,20,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Aušrinė“,13,251,0,-,
Kauno Aleksandro Puškino gimnazija (Ikimokyklinio ugdymo skyrius),,,,,
01 lopšelio grupė,lopšelio,-,10,0,2018-2019
02 lopšelio grupė,lopšelio,-,16,0,2018-2019
03 darželio grupė,darželio,-,20,0,2018-2019
04 darželio grupė,darželio,-,24,0,2018-2019
Iš viso: Kauno Aleksandro Puškino gimnazija (Ikimokyklinio ugdymo skyrius),4,70,0,-,
Kauno lopšelis-darželis „Mažylis“,,,,,
Bitutės,darželio,-,19,0,2018-2019
Drugeliai,darželio,-,20,0,2018-2019
Boružėlės,lopšelio,-,10,0,2018-2019
Saulutės,lopšelio,-,15,0,2018-2019
Žiogeliai,lopšelio,-,15,0,2018-2019
Zuikiukai,darželio,-,20,4,2018-2019
Meškiukai,darželio,-,20,2,2018-2019
Nykštukai,darželio,-,18,1,2018-2019
Voverytės,darželio,-,18,2,2018-2019
Smalsučiai,priešmokyklinė,-,19,0,2018-2019
Gudručiai,priešmokyklinė,-,20,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Mažylis“,11,194,9,-,
Kauno lopšelis-darželis „Žemyna“,,,,,
Mėletėlė,priešmokyklinė,-,19,1,2018-2019
Saulė,priešmokyklinė,-,20,0,2018-2019
Gabija,darželio,-,20,1,2018-2019
Medeina,darželio,-,20,1,2018-2019
Austėja,darželio,-,20,0,2018-2019
Aušrinė,lopšelio,-,15,0,2018-2019
Vakarė,darželio,-,19,0,2018-2019
Upyna,darželio,-,20,0,2018-2019
Guboja,darželio,-,20,0,2018-2019
Javinė,lopšelio,-,15,0,2018-2019
Iš viso: Kauno lopšelis-darželis „Žemyna“,10,188,3,-,
Kauno sanatorinis lopšelis-darželis „Pušynėlis“,,,,,
Boružėlės,lopšelio,-,16,0,2018-2019
Drugeliai,lopšelio,-,16,0,2018-2019
Voveriukai,darželio,-,20,0,2018-2019
Ežiukai,darželio,-,20,0,2018-2019
Saulutės,darželio,-,21,0,2018-2019
Skruzdėliukai,darželio,-,21,0,2018-2019
Girinukai,darželio,-,19,0,2018-2019
Žiogeliai,darželio,-,20,0,2018-2019
Ąžuoliukai,priešmokyklinė,-,21,0,2018-2019
Bitutės,priešmokyklinė,-,20,0,2018-2019
Iš viso: Kauno sanatorinis lopšelis-darželis „Pušynėlis“,10,194,0,-,
Kauno Tirkiliškių lopšelis-darželis,,,,,
",,Dobiliukai""",lopšelio,-,15,0,2018-2019
",,Želmenėliai""",darželio,-,22,0,2018-2019
